,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,nfa_avg,lumpSum_change,npsf_change
2020-12-15,7136612.0,12846.75,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7675194.999999999,13165.0,583.0,7306738.999999999,12533.0,583.0,6661264.0,12664.0,526.0,6903249.999999999,13025.0,530.0,,-0.01627744772354478,-0.01627199111740718
2020-1-15,6890481.5,12402.5,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7345800.000000001,12600.0,583.0,7151078.0,12266.0,583.0,6479268.0,12318.0,526.0,6585780.0,12426.0,530.0,,-0.03915407123212522,-0.039143150432879525
2019-12-15,7171265.75,12907.75,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7647211.000000001,13117.0,583.0,7443744.000000001,12768.0,583.0,6742268.0,12818.0,526.0,6851840.0,12928.0,530.0,,0.009431166640514466,0.009443184484241751
2019-11-15,7104264.25,12787.0,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7577834.0,12998.0,583.0,7375533.0,12651.0,583.0,6677570.0,12695.0,526.0,6786120.0,12804.0,530.0,,0.009642623752387447,0.009652776406956276
2019-10-15,7036414.75,12664.75,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7507291.0,12877.0,583.0,7306156.000000001,12532.0,583.0,6612872.0,12572.0,526.0,6719340.0,12678.0,530.0,,-0.03727908774572364,-0.03783403923952067
2019-9-15,7308883.25,13162.75,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7712507.000000001,13229.0,583.0,7505542.0,12874.0,583.0,6963713.999999999,13239.0,526.0,7053770.000000001,13309.0,530.0,,-0.02501804442428368,-0.025017591941039252
2019-8-15,7496429.25,13500.5,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7911310.0,13570.0,583.0,7697348.999999999,13203.0,583.0,7142028.0,13578.0,526.0,7235029.999999999,13651.0,530.0,,-0.00937511449232209,-0.009373910810265396
2019-7-15,7567374.25,13628.25,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7986517.000000001,13699.0,583.0,7770223.999999999,13328.0,583.0,7209356.0,13706.0,526.0,7303400.000000001,13780.0,530.0,,0.010342480750769933,0.010341951626355206
2019-6-15,7489910.0,13488.75,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7905480.0,13560.0,583.0,7689770.0,13190.0,583.0,7135190.0,13565.0,526.0,7229200.0,13640.0,530.0,,-0.023384007903513138,-0.023332850626312407
2019-5-15,7669247.75,13811.0,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8104283.0,13901.0,583.0,7880994.0,13518.0,583.0,7302984.0,13884.0,526.0,7388730.000000001,13941.0,530.0,,0.0005348559479869675,1.810184095729639e-05
2019-4-15,7665148.0,13810.75,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8025578.000000001,13766.0,583.0,7802872.0,13384.0,583.0,7514962.0,14287.0,526.0,7317180.0,13806.0,530.0,,0.013209438210668445,0.013242603767355643
2019-3-15,7565215.75,13630.25,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7916557.0,13579.0,583.0,7715422.000000001,13234.0,583.0,7410814.0,14089.0,526.0,7218069.999999999,13619.0,530.0,,0.0379560723860759,0.03796142936013869
2019-2-15,7288570.25,13131.75,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7627389.0,13083.0,583.0,7434416.000000001,12752.0,583.0,7138346.0,13571.0,526.0,6954130.0,13121.0,530.0,,0.00597030756502126,0.005975294455616176
2019-1-15,7245313.5,13053.75,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7582498.0,13006.0,583.0,7391274.0,12678.0,583.0,7094162.0,13487.0,526.0,6913320.0,13044.0,530.0,,0.016919253262676515,0.016924395279086957
2018-12-15,7124767.75,12836.5,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7456570.0,12790.0,583.0,7269427.0,12469.0,583.0,6974234.0,13259.0,526.0,6798840.0,12828.0,530.0,,-0.014340839874000255,-0.014017973730701239
2018-11-15,7228429.5,13019.0,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7709009.0,13223.0,583.0,7326561.0,12567.0,583.0,7026308.0,13358.0,526.0,6851840.0,12928.0,530.0,,-0.07219288359160925,-0.07219213226909915
2018-10-15,7790875.25,14032.0,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8306584.0,14248.0,583.0,7899067.0,13549.0,583.0,7571770.0,14395.0,526.0,7386080.0,13936.0,530.0,,0.016664641286725734,0.016664251557745313
2018-9-15,7663171.25,13802.0,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8168413.0,14011.0,583.0,7771390.0,13330.0,583.0,7446582.000000001,14157.0,526.0,7266300.0,13710.0,530.0,,-0.061088846724801193,-0.06108843537414965
2018-8-15,8161764.0,14700.0,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8697777.0,14919.0,583.0,8279183.0,14201.0,583.0,7929976.0,15076.0,526.0,7740120.0,14604.0,530.0,,0.018906079316866276,0.018905196763069787
2018-7-15,8010320.25,14427.25,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8533954.0,14638.0,583.0,8127603.0,13941.0,583.0,7781643.999999999,14794.0,526.0,7598079.999999999,14336.0,530.0,,0.011107920757679635,0.011108190976784948
2018-6-15,7922319.75,14268.75,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8438342.0,14474.0,583.0,8040152.999999999,13791.0,583.0,7694854.0,14629.0,526.0,7515930.0,14181.0,530.0,,0.027062696879094128,0.02706447607565088
2018-5-15,7713569.75,13892.75,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8213887.000000001,14089.0,583.0,7830856.0,13432.0,583.0,7490766.000000001,14241.0,526.0,7318770.000000001,13809.0,530.0,,0.020881560678012168,0.020925191064079973
2018-4-15,7555793.0,13608.0,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7973691.0,13677.0,583.0,7750985.0,13295.0,583.0,7272475.999999999,13826.0,526.0,7226020.0,13634.0,530.0,,0.020355853451089256,0.020357665054549612
2018-3-15,7405056.75,13336.5,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7814532.0,13404.0,583.0,7597073.0,13031.0,583.0,7128352.0,13552.0,526.0,7080270.0,13359.0,530.0,,0.009058083520412374,0.009060472506478456
2018-2-15,7338583.25,13216.75,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7744572.0,13284.0,583.0,7529445.0,12915.0,583.0,7064706.0,13431.0,526.0,7015610.0,13237.0,530.0,,0.028739041472390037,0.028500836543325248
2018-1-15,7133571.25,12850.5,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7425088.000000001,12736.0,583.0,7355710.999999999,12617.0,583.0,6901646.0,13121.0,526.0,6851840.0,12928.0,530.0,,0.018507750775848653,0.018506776571292738
2017-12-15,7003944.0,12617.0,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7289249.0,12503.0,583.0,7222787.0,12389.0,583.0,6777510.0,12885.0,526.0,6726230.0,12691.0,530.0,,0.01799292166595201,0.01799257705341284
2017-11-15,6880150.0,12394.0,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7159240.0,12280.0,583.0,7096276.0,12172.0,583.0,6658634.0,12659.0,526.0,6606450.0,12465.0,530.0,,0.03893646634304293,0.03893708872961987
2017-10-15,6622301.0,11929.5,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6889894.0,11818.0,583.0,6831594.0,11718.0,583.0,6409836.0,12186.0,526.0,6357880.0,11996.0,530.0,,-0.01899419848547257,-0.018995929443690662
2017-9-15,6750521.75,12160.5,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7022235.0,12045.0,583.0,6964518.0,11946.0,583.0,6535024.0,12424.0,526.0,6480310.0,12227.0,530.0,,0.016765391348545045,0.016764214046822712
2017-8-15,6639212.75,11960.0,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6905052.0,11844.0,583.0,6850833.0,11751.0,583.0,6428246.0,12221.0,526.0,6372720.0,12024.0,530.0,,0.009431012888381884,0.009431772624649115
2017-7-15,6577183.25,11848.25,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6839756.0,11732.0,583.0,6787869.0,11643.0,583.0,6368808.0,12108.0,526.0,6312300.0,11910.0,530.0,,0.0024331989553465494,0.002432420999196161
2017-6-15,6561218.5,11819.5,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6822266.0,11702.0,583.0,6772128.0,11616.0,583.0,6354080.0,12080.0,526.0,6296400.0,11880.0,530.0,,0.002311610150583787,0.002310839746443749
2017-5-15,6546086.5,11792.25,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6805359.0,11673.0,583.0,6757553.0,11591.0,583.0,6340404.0,12054.0,526.0,6281030.0,11851.0,530.0,,0.014343764012462179,0.014343469098103245
2017-4-15,6453518.75,11625.5,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6708581.0,11507.0,583.0,6662524.0,11428.0,583.0,6251510.0,11885.0,526.0,6191460.0,11682.0,530.0,,0.010430608779737227,0.010429794446134455
2017-3-15,6386899.5,11505.5,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6638038.0,11386.0,583.0,6594896.0,11312.0,583.0,6187864.0,11764.0,526.0,6126800.0,11560.0,530.0,,0.05299003922025092,0.05299043609573051
2017-2-15,6065489.0,10926.5,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6303396.0,10812.0,583.0,6263752.0,10744.0,583.0,5876998.0,11173.0,526.0,5817810.0,10977.0,530.0,,0.013850140709466663,0.013848616298220762
2017-1-15,5982628.75,10777.25,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6216529.0,10663.0,583.0,6178634.0,10598.0,583.0,5797572.0,11022.0,526.0,5737780.0,10826.0,530.0,,0.028781488075247497,0.028780755554494997
2016-12-15,5815257.0,10475.75,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6041629.0,10363.0,583.0,6006649.0,10303.0,583.0,5636090.0,10715.0,526.0,5576660.0,10522.0,530.0,,-0.017282931047615913,-0.017284240150093777
2016-11-15,5917529.25,10660.0,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6147152.0,10544.0,583.0,6112755.0,10485.0,583.0,5736030.0,10905.0,526.0,5674180.0,10706.0,530.0,,0.016424601785317128,0.016423923148435104
2016-10-15,5821906.75,10487.75,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6046876.000000001,10372.0,583.0,6014811.0,10317.0,583.0,5643980.0,10730.0,526.0,5581960.0,10532.0,530.0,,-0.015974112707164534,-0.015973916306999403
2016-9-15,5916416.25,10658.0,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6144237.0,10539.0,583.0,6113338.0,10486.0,583.0,5736030.0,10905.0,526.0,5672060.0,10702.0,530.0,,0.029636513500302497,0.029634102161574694
2016-8-15,5746121.25,10351.25,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",5966422.0,10234.0,583.0,5937855.0,10185.0,583.0,5571918.0,10593.0,526.0,5508290.0,10393.0,530.0,,-0.013346372248522642,-0.01334445371142623
2016-7-15,5823848.5,10491.25,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6046876.0,10372.0,583.0,6018892.0,10324.0,583.0,5647136.0,10736.0,526.0,5582490.0,10533.0,530.0,,0.06610459794280765,0.06610268526281016
2016-6-15,5462736.5,9840.75,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",5672590.0,9730.0,583.0,5644606.0,9682.0,583.0,5296820.0,10070.0,526.0,5236930.0,9881.0,530.0,,0.02310516251029271,0.023106513489629332
2016-5-15,5339369.5,9618.5,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",5545496.0,9512.0,583.0,5516346.0,9462.0,583.0,5176366.0,9841.0,526.0,5119270.0,9659.0,530.0,,-0.008351631003814308,-0.008350945925047704
2016-4-15,5384337.5,9699.5,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",5592719.0,9593.0,583.0,5562403.0,9541.0,583.0,5219498.0,9923.0,526.0,5162730.0,9741.0,530.0,,-0.024245897092483926,-0.02424425330717772
2016-3-15,5518129.5,9940.5,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",5732639.0,9833.0,583.0,5699991.0,9777.0,583.0,5348368.0,10168.0,526.0,5291520.0,9984.0,530.0,,0.04548996671486649,0.04548801009676051
2016-2-15,5278032.0,9508.0,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",5483697.999999999,9406.0,583.0,5451050.0,9350.0,583.0,5115350.0,9725.0,526.0,5062030.0,9551.0,530.0,,-0.05374398587401441,-0.05374203821656054
2016-1-15,5577805.5,10048.0,"PARK YOHO VENEZIA(Block 3B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,3B座(PARK YOHO VENEZIA),18 青山公路潭尾段",5796186.0,9942.0,583.0,5760040.0,9880.0,583.0,5405175.999999999,10276.0,526.0,5349820.0,10094.0,530.0,555.5,,
