,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_AB,npsf_AB,nfa_AB,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,nfa_avg,lumpSum_change,npsf_change
2022-12-15,7739319.4,12189.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7729996.999999999,13259.0,583.0,11534400.0,10680.0,1080.0,6173734.0,12422.0,497.0,6213494.0,12502.0,497.0,7044972.0,12084.0,583.0,,-0.01299379136353307,-0.01298806458404178
2022-1-15,9157938.6,14455.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",9199740.0,15780.0,583.0,13483800.0,12485.0,1080.0,7418222.0,14926.0,497.0,7338204.999999999,14765.0,497.0,8349726.0,14322.0,583.0,,-0.04034625980987416,-0.040311230315744684
2021-12-15,9542961.4,15062.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",9588018.0,16446.0,583.0,14051880.0,13011.0,1080.0,7726859.0,15547.0,497.0,7643860.0,15380.0,497.0,8704190.0,14930.0,583.0,,0.03273487351668347,0.032915489480758175
2021-11-15,9240475.6,14582.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",9225392.0,15824.0,583.0,13629599.999999998,12620.0,1080.0,7490784.0,15072.0,497.0,7411263.999999999,14912.0,497.0,8445338.0,14486.0,583.0,,-0.007317178345046971,-0.007283965744938614
2021-10-15,9308588.2,14689.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",9294769.0,15943.0,583.0,13731119.999999998,12714.0,1080.0,7542968.999999999,15177.0,497.0,7463448.999999999,15017.0,497.0,8510634.0,14598.0,583.0,,0.011880496072742774,0.011903285802851826
2021-9-15,9199296.0,14517.0,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",9186914.0,15758.0,583.0,13570200.000000002,12565.0,1080.0,7451521.0,14993.0,497.0,7373989.000000001,14837.0,497.0,8413856.0,14432.0,583.0,,0.011042150561543895,0.011073965733389146
2021-8-15,9098825.4,14358.0,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",9085472.0,15584.0,583.0,13423319.999999998,12429.0,1080.0,7368025.0,14825.0,497.0,7291486.999999999,14671.0,497.0,8325823.0,14281.0,583.0,,-0.006807196193803433,-0.00727363239117218
2021-7-15,9161187.4,14463.2,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",9087804.0,15588.0,583.0,13438440.0,12443.0,1080.0,7372498.0,14834.0,497.0,7297451.0,14683.0,497.0,8609744.0,14768.0,583.0,,0.0008350427077215006,0.0003043129443660586
2021-6-15,9153543.8,14458.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",9020176.0,15472.0,583.0,13410360.000000002,12417.0,1080.0,7466431.0,15023.0,497.0,7275582.999999999,14639.0,497.0,8595169.0,14743.0,583.0,,-0.003785217142330377,-0.003954202890563696
2021-5-15,9188323.6,14516.2,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",9057488.0,15536.0,583.0,13447080.0,12451.0,1080.0,7494760.000000001,15080.0,497.0,7306894.0,14702.0,497.0,8635396.0,14812.0,583.0,,0.027837117582662163,0.02781199994335659
2021-4-15,8939474.4,14123.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8813211.0,15117.0,583.0,13079880.0,12111.0,1080.0,7289995.999999999,14668.0,497.0,7108591.0,14303.0,497.0,8405694.0,14418.0,583.0,,0.009035552940989122,0.010329780384862985
2021-3-15,8859424.6,13979.0,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8178907.0,14029.0,583.0,13160880.0,12186.0,1080.0,7338702.0,14766.0,497.0,7155805.999999999,14398.0,497.0,8462828.0,14516.0,583.0,,0.030448856850936235,0.030382993778931056
2021-2-15,8597636.4,13566.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7935795.999999999,13612.0,583.0,12767760.0,11822.0,1080.0,7123998.0,14334.0,497.0,6945575.0,13975.0,497.0,8215053.0,14091.0,583.0,,0.02284846005543595,0.022767022495627565
2021-1-15,8405581.8,13264.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7757397.999999999,13306.0,583.0,12477240.0,11553.0,1080.0,6966946.0,14018.0,497.0,6792002.0,13666.0,497.0,8034323.0,13781.0,583.0,,-0.029864979247933965,-0.02993959427242554
2020-12-15,8664342.2,13674.2,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7994679.0,13713.0,583.0,12856320.0,11904.0,1080.0,7184135.000000001,14455.0,497.0,7002730.0,14090.0,497.0,8283847.0,14209.0,583.0,,-0.0005307452008682656,-0.0005993100625620862
2020-11-15,8668943.2,13682.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7997594.0,13718.0,583.0,12858480.0,11906.0,1080.0,7190099.000000001,14467.0,497.0,7007700.000000001,14100.0,497.0,8290843.0,14221.0,583.0,,0.01895947018367994,0.018884784939830812
2020-10-15,8507642.8,13428.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7847180.0,13460.0,583.0,12614400.0,11680.0,1080.0,7058393.999999999,14202.0,497.0,6878977.000000001,13841.0,497.0,8139263.0,13961.0,583.0,,-0.0023085541701769463,-0.0009374023539214793
2020-9-15,8527328.6,13441.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7905479.999999999,13560.0,583.0,12705120.0,11764.0,1080.0,7114555.0,14315.0,497.0,6707512.0,13496.0,497.0,8203976.000000001,14072.0,583.0,,0.017748433357984927,0.0176865185723587
2020-8-15,8378621.2,13207.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7766726.000000001,13322.0,583.0,12479400.0,11555.0,1080.0,6992790.0,14070.0,497.0,6590717.0,13261.0,497.0,8063472.999999999,13831.0,583.0,,-0.005811902641434719,-0.005885894926990876
2020-7-15,8427601.6,13286.0,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7810451.000000001,13397.0,583.0,12547440.0,11618.0,1080.0,7036525.999999999,14158.0,497.0,6629980.0,13340.0,497.0,8113611.0,13917.0,583.0,,-0.0022463068818708853,-0.002327851618232346
2020-6-15,8446575.2,13317.0,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7827357.999999999,13426.0,583.0,12570120.0,11639.0,1080.0,7054915.000000001,14195.0,497.0,6645884.0,13372.0,497.0,8134599.0,13953.0,583.0,,-0.0027893315500150395,-0.002860309093087432
2020-5-15,8470201.4,13355.2,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7847763.0,13461.0,583.0,12600360.0,11667.0,1080.0,7077280.0,14240.0,497.0,6664770.0,13410.0,497.0,8160834.0,13998.0,583.0,,0.013872194908572277,0.013800537446672978
2020-4-15,8354308.8,13173.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7739325.0,13275.0,583.0,12423240.0,11503.0,1080.0,6982850.0,14050.0,497.0,6574316.0,13228.0,497.0,8051812.999999999,13811.0,583.0,,-0.01768244980424094,-0.01776074443019482
2020-3-15,8504692.6,13411.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7878078.999999999,13513.0,583.0,12641400.0,11705.0,1080.0,7111076.000000001,14308.0,497.0,6693596.0,13468.0,497.0,8199311.999999999,14064.0,583.0,,0.018996726535916553,0.018313794569640995
2020-2-15,8346143.2,13170.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7714255.999999999,13232.0,583.0,12374640.0,11458.0,1080.0,6962970.0,14010.0,497.0,6650357.0,13381.0,497.0,8028493.0,13771.0,583.0,,-0.01964850237717286,0.030370358780178686
2020-1-15,8513419.136134202,12782.2,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7488635.0,12845.0,583.0,14070680.680671006,11110.0,1080.0,6759200.0,13600.0,497.0,6455036.0,12988.0,497.0,7793544.000000001,13368.0,583.0,,-0.03744257425980968,-0.025360661237685544
2019-12-15,8844583.095483916,13114.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7781300.999999999,13347.0,583.0,14615199.477419578,10714.0,1080.0,7022610.0,14130.0,497.0,6706518.0,13494.0,497.0,8097286.999999999,13889.0,583.0,,0.01122674014300129,0.006863512828780616
2019-11-15,8746389.651675124,13025.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7696183.0,13201.0,583.0,14449637.258375611,10870.0,1080.0,6945575.000000001,13975.0,497.0,6632465.0,13345.0,497.0,8008088.0,13736.0,583.0,,0.009642494081034902,0.013460520992188307
2019-10-15,8662858.093780994,12852.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7639631.999999999,13104.0,583.0,14338261.468904972,10587.0,1080.0,6894384.0,13872.0,497.0,6492808.0,13064.0,497.0,7949205.0,13635.0,583.0,,-0.026091873102319307,0.01083793434319591
2019-9-15,8894943.839698669,12714.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7797042.000000001,13374.0,583.0,14626326.417160122,10924.0,1080.0,7035532.0,14156.0,497.0,6903956.781333214,11205.0,497.0,8111862.0,13914.0,583.0,,-0.041303147963066555,-0.010798699176871485
2019-8-15,9278161.10045597,12853.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8134599.0,13953.0,583.0,15253118.301066466,10381.0,1080.0,7339695.999999999,14768.0,497.0,7201147.201213386,10650.0,497.0,8462245.0,14515.0,583.0,,0.003670925569736916,-0.007980365522351152
2019-7-15,9244226.234001141,12956.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8139846.000000001,13962.0,583.0,15170378.178089745,10695.0,1080.0,7240296.0,14568.0,497.0,7203118.991915962,11035.0,497.0,8467492.0,14524.0,583.0,,0.0034041452062993915,-0.03704144122718367
2019-6-15,9212864.306137118,13455.2,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8111279.0,13913.0,583.0,15116782.530685589,9919.0,1080.0,7215446.0,14518.0,497.0,7183638.000000001,14454.0,497.0,8437176.0,14472.0,583.0,,-0.01014810769775909,-0.008035859099688847
2019-5-15,9307315.950782733,13564.2,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8195231.0,14057.0,583.0,15270612.753913663,9874.0,1080.0,7290990.0,14670.0,497.0,7255703.0,14599.0,497.0,8524043.0,14621.0,583.0,,0.011056925251918148,0.008895764842390186
2019-4-15,9205531.081708077,13444.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8097287.0,13889.0,583.0,15086205.408540392,9885.0,1080.0,7204014.999999999,14495.0,497.0,7166243.0,14419.0,497.0,8473905.0,14535.0,583.0,,0.009651917391099829,0.006121471547879231
2019-3-15,9117529.44073518,13362.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8020330.999999999,13757.0,583.0,14940521.203675905,10022.0,1080.0,7135926.0,14358.0,497.0,7095669.0,14277.0,497.0,8395200.0,14400.0,583.0,,0.03417362583775252,0.03608479228371597
2019-2-15,8816246.337117085,12897.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7830273.000000001,13431.0,583.0,14415062.68558542,9526.0,1080.0,6886432.0,13856.0,497.0,6845181.0,13773.0,497.0,8104282.999999999,13901.0,583.0,,0.02875704669504442,0.014520797935938523
2019-1-15,8569804.080992598,12712.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7614563.000000001,13061.0,583.0,14011861.40496299,10139.0,1080.0,6695087.0,13471.0,497.0,6652345.0,13385.0,497.0,7875164.0,13508.0,583.0,,0.003704855300491694,-0.009335598397830602
2018-12-15,8538171.391456455,12832.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7589494.0,13018.0,583.0,13960034.957282279,10935.0,1080.0,6671728.0,13424.0,497.0,6626501.0,13333.0,497.0,7843099.000000001,13453.0,583.0,,-0.011173971172965591,-0.003293203883495077
2018-11-15,8634654.775000824,12875.0,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7651292.0,13124.0,583.0,14067889.875004122,10429.0,1080.0,6876492.0,13836.0,497.0,6676201.0,13433.0,497.0,7901399.0,13553.0,583.0,,-0.10793093452234104,-0.13058451731402942
2018-10-15,9679356.8,14808.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8289677.0,14219.0,583.0,16880400.0,15630.0,1080.0,7444066.0,14978.0,497.0,7228865.0,14545.0,497.0,8553776.0,14672.0,583.0,,0.023637195512019593,0.05824007774871731
2018-9-15,9455847.093518736,13993.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8484982.0,14554.0,583.0,15369924.467593677,10844.0,1080.0,7506687.999999999,15104.0,497.0,7290989.999999999,14670.0,497.0,8626651.0,14797.0,583.0,,-0.03857623144438127,-0.03408432038432874
2018-8-15,9835254.13327839,14487.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8949633.0,15351.0,583.0,15849021.666391956,10745.0,1080.0,7738290.0,15570.0,497.0,7517125.0,15125.0,497.0,9122201.0,15647.0,583.0,,-0.008046553408541324,-0.04946987192945618
2018-7-15,9915036.0,15241.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8796304.0,15088.0,583.0,16819920.0,15574.0,1080.0,7604597.0,15301.0,497.0,7388402.0,14866.0,497.0,8965957.0,15379.0,583.0,,-0.008408306993993309,-0.008418450328540716
2018-6-15,9999111.6,15371.0,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8871511.0,15217.0,583.0,16961400.0,15705.0,1080.0,7668213.0,15429.0,497.0,7451521.0,14993.0,497.0,9042913.0,15511.0,583.0,,0.04135526683475366,0.04133922280635205
2018-5-15,9602017.6,14760.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8519379.0,14613.0,583.0,16286400.0,15080.0,1080.0,7363055.000000001,14815.0,497.0,7156303.0,14399.0,497.0,8684951.0,14897.0,583.0,,0.03670192317679266,0.036689515675918605
2018-4-15,9262081.4,14238.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8218551.000000001,14097.0,583.0,15708600.0,14545.0,1080.0,7101633.0,14289.0,497.0,6903330.0,13890.0,497.0,8378292.999999999,14371.0,583.0,,0.024272954510493827,0.02425689868500558
2018-3-15,9042591.0,13901.2,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8024412.0,13764.0,583.0,15334920.000000002,14199.0,1080.0,6932653.0,13949.0,497.0,6740314.0,13562.0,497.0,8180656.0,14032.0,583.0,,0.005680399420093352,0.00567178863906026
2018-2-15,8991515.6,13822.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7979521.000000001,13687.0,583.0,15247439.999999998,14118.0,1080.0,6892893.0,13869.0,497.0,6702542.0,13486.0,497.0,8135182.0,13954.0,583.0,,0.029263637808254694,0.030322003577817558
2018-1-15,8735872.2,13416.0,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7637883.0,13101.0,583.0,14946120.0,13839.0,1080.0,6756715.0,13595.0,497.0,6571334.0,13222.0,497.0,7767308.999999999,13323.0,583.0,648.0,,
