,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_AB,npsf_AB,nfa_AB,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,nfa_avg,lumpSum_change,npsf_change
2020-12-15,9076391.886679107,13178.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8191001.054084559,13135.0,583.0,14697776.282059345,12723.0,1080.0,7245339.33116526,13629.0,497.0,7048111.295956344,13258.0,497.0,8199731.470130024,13149.0,583.0,,-0.01646408731342275,0.018029570349313184
2020-1-15,8666468.755517239,11274.0,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7795011.117567226,11212.0,583.0,14118177.843702395,10962.0,1080.0,6894072.99331523,11632.0,497.0,6716861.1789237885,11333.0,497.0,7808220.6440775525,11231.0,583.0,,-0.03888303441464702,0.028799824791940543
2019-12-15,9017080.195061445,10958.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8109554.211649613,10897.0,583.0,14689218.307387665,10655.0,1080.0,7172769.016903253,11306.0,497.0,6989421.215215207,11017.0,497.0,8124438.224151495,10917.0,583.0,,0.009752201073407685,-0.017236740623822966
2019-11-15,8929993.106700756,11150.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8031249.585697366,11088.0,583.0,14546363.9858566,10841.0,1080.0,7103405.584147909,11504.0,497.0,6922486.092131624,11211.0,497.0,8046460.285670278,11109.0,583.0,,0.009922655865499896,0.016407489107250317
2019-10-15,8842254.458632562,10970.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7952327.121699969,10909.0,583.0,14403434.929010576,10666.0,1080.0,7033424.314166443,11318.0,497.0,6854450.449306933,11030.0,497.0,7967635.478978887,10930.0,583.0,,-0.02286292143758617,-0.06189287180188807
2019-9-15,9049144.334632646,11694.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8164709.19793496,11085.0,583.0,14787997.587671846,10838.0,1080.0,7073304.0,14232.0,497.0,7038797.485529934,11210.0,497.0,8180913.402026487,11107.0,583.0,,-0.024592433234218558,0.01580904068656408
2019-8-15,9277295.607453045,11512.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8369611.64973113,10765.0,583.0,15158931.073478192,10525.0,1080.0,7254708.999999999,14597.0,497.0,7216510.023702928,10888.0,497.0,8386716.2903529685,10787.0,583.0,,-0.006497459687741958,-0.0668547158188244
2019-7-15,9337968.6825332,12337.2,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8444681.73152458,10910.0,583.0,15270854.673430627,10650.0,1080.0,7323295.000000001,14735.0,497.0,7281464.007710795,11035.0,497.0,8369548.0,14356.0,583.0,,0.006739385057887848,-0.09235907773347263
2019-6-15,9275457.80082525,13592.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8206308.000000001,14076.0,583.0,15115390.004126245,9992.0,1080.0,7438102.0,14966.0,497.0,7212961.0,14513.0,497.0,8404528.0,14416.0,583.0,,-0.024239999774928966,-0.017534983231178414
2019-5-15,9505880.33808083,13835.2,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8414439.0,14433.0,583.0,15491584.690404154,9767.0,1080.0,7620501.0,15333.0,497.0,7391384.0,14872.0,497.0,8611493.0,14771.0,583.0,,0.01008276329332669,0.007485945646791503
2019-4-15,9410991.5380472,13732.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8334568.0,14296.0,583.0,15338617.690236006,9850.0,1080.0,7541975.0,15175.0,497.0,7316336.999999999,14721.0,497.0,8523460.0,14620.0,583.0,,0.013995548478495268,0.008356218700894313
2019-3-15,9281097.488217216,13618.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8223797.999999999,14106.0,583.0,15128172.441086076,10096.0,1080.0,7435120.0,14960.0,497.0,7214452.0,14516.0,497.0,8403945.0,14415.0,583.0,,0.03820731089308005,0.03930217650111412
2019-2-15,8939541.64147957,13103.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7925302.0,13594.0,583.0,14571855.207397854,9657.0,1080.0,7159285.0,14405.0,497.0,6948060.0,13980.0,497.0,8093206.000000001,13882.0,583.0,,0.00619093013895089,-0.0030888148384838887
2019-1-15,8884538.086866928,13144.2,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7880411.0,13517.0,583.0,14483075.434334645,10206.0,1080.0,7113064.000000001,14312.0,497.0,6904821.0,13893.0,497.0,8041319.0,13793.0,583.0,,0.01714398196710265,-0.0004866698097425459
2018-12-15,8734789.02139764,13150.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7751568.0,13296.0,583.0,14240812.10698821,11178.0,1080.0,6990802.0,14066.0,497.0,6787032.0,13656.0,497.0,7903731.0,13557.0,583.0,,-0.007488513539376296,0.0019046748339124342
2018-11-15,8800693.131065521,13125.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7813949.0,13403.0,583.0,14348263.6553276,10642.0,1080.0,7041496.0,14168.0,497.0,6837726.0,13758.0,497.0,7962031.0,13657.0,583.0,,-0.10399197648653669,-0.126543867120954
2018-10-15,9822114.2,15027.2,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8424933.0,14451.0,583.0,17153640.0,15883.0,1080.0,7586208.0,15264.0,497.0,7367528.0,14824.0,497.0,8578262.0,14714.0,583.0,,0.04978924439715171,0.07692528200203541
2018-9-15,9356272.463660467,13953.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8431929.0,14463.0,583.0,15210844.318302333,11253.0,1080.0,7458479.000000001,15007.0,497.0,7245266.0,14578.0,497.0,8434844.0,14468.0,583.0,,-0.06803135475993294,-0.053979661016949176
2018-8-15,10039256.697579533,14750.0,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",9184582.0,15754.0,583.0,16200100.487897666,10791.0,1080.0,7940569.0,15977.0,497.0,7714434.000000001,15522.0,497.0,9156598.0,15706.0,583.0,,-0.015411877273543761,-0.05562527210797241
2018-7-15,10196402.4,15618.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",9012014.0,15458.0,583.0,17625600.0,16320.0,1080.0,7789978.0,15674.0,497.0,7569807.0,15231.0,497.0,8984613.0,15411.0,583.0,,0.020247817980563854,0.016729810308687698
2018-6-15,9994044.8,15361.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8910572.0,15284.0,583.0,16989480.0,15731.0,1080.0,7701014.999999999,15495.0,497.0,7484820.0,15060.0,497.0,8884337.0,15239.0,583.0,,0.027397443907476227,0.027380219897809033
2018-5-15,9727535.2,14952.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8673874.0,14878.0,583.0,16534800.0,15310.0,1080.0,7495256.999999999,15081.0,497.0,7285523.0,14659.0,497.0,8648222.0,14834.0,583.0,,0.030181066574290316,0.030162732696732864
2018-4-15,9442549.0,14514.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8420269.0,14443.0,583.0,16048800.0,14860.0,1080.0,7275086.0,14638.0,497.0,7072807.0,14231.0,497.0,8395783.0,14401.0,583.0,,0.023710120016690706,0.024073264001580386
2018-3-15,9223850.4,14173.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8103700.0,13900.0,583.0,15725880.000000002,14561.0,1080.0,7128968.000000001,14344.0,497.0,6931659.0,13947.0,497.0,8229045.0,14115.0,583.0,,0.009119728308705,0.00909893489776148
2018-2-15,9140491.6,14045.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",8030241.999999999,13774.0,583.0,15582240.000000002,14428.0,1080.0,7064358.0,14214.0,497.0,6870031.0,13823.0,497.0,8155587.0,13989.0,583.0,,0.028484495282401934,0.029026916934077773
2018-1-15,8887340.2,13649.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7799957.000000001,13379.0,583.0,15219359.999999998,14092.0,1080.0,6899354.0,13882.0,497.0,6710494.0,13502.0,497.0,7807536.0,13392.0,583.0,,0.04736224838135272,0.035708865754089825
2017-12-15,8485450.2,13178.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7657705.0,13135.0,583.0,13740840.0,12723.0,1080.0,6773613.0,13629.0,497.0,6589226.0,13258.0,497.0,7665867.0,13149.0,583.0,,0.01805234375849185,0.018029570349313184
2017-11-15,8334984.2,12945.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7521866.0,12902.0,583.0,13495680.0,12496.0,1080.0,6653339.0,13387.0,497.0,6473425.0,13025.0,497.0,7530611.0,12917.0,583.0,,0.03903427944512794,0.03902337228714514
2017-10-15,8021856.8,12459.2,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7239111.0,12417.0,583.0,12988080.0,12026.0,1080.0,6403348.0,12884.0,497.0,6230889.0,12537.0,497.0,7247856.0,12432.0,583.0,,-0.018968104789871654,-0.018976079116864275
2017-9-15,8176958.2,12700.2,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7379031.0,12657.0,583.0,13238640.0,12258.0,1080.0,6526604.0,13132.0,497.0,6352157.0,12781.0,497.0,7388359.0,12673.0,583.0,,0.013605539151405166,0.014879335144638128
2017-8-15,8067199.6,12514.0,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7257184.0,12448.0,583.0,13145760.0,12172.0,1080.0,6418755.0,12915.0,497.0,6247787.0,12571.0,497.0,7266512.0,12464.0,583.0,,0.009455588181340513,0.009437767201742275
2017-7-15,7991634.0,12397.0,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7188973.0,12331.0,583.0,13021560.0,12057.0,1080.0,6358618.0,12794.0,497.0,6190135.0,12455.0,497.0,7198884.0,12348.0,583.0,,0.0025052992082228442,0.002506873685913069
2017-6-15,7971662.6,12366.0,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7170900.0,12300.0,583.0,12989160.0,12027.0,1080.0,6342217.0,12761.0,497.0,6175225.0,12425.0,497.0,7180811.0,12317.0,583.0,,0.002335696935577225,0.002318154554444174
2017-5-15,7953086.6,12337.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7153993.0,12271.0,583.0,12957840.0,11998.0,1080.0,6327307.0,12731.0,497.0,6161806.0,12398.0,497.0,7164487.0,12289.0,583.0,,0.014372117638742798,0.0143719270550704
2017-4-15,7840403.4,12162.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",7052551.0,12097.0,583.0,12774240.0,11828.0,1080.0,6237350.0,12550.0,497.0,6074831.0,12223.0,497.0,7063045.0,12115.0,583.0,,0.010503670981260926,0.01048486258349679
2017-3-15,7758906.4,12036.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6979093.0,11971.0,583.0,12640320.0,11704.0,1080.0,6172740.0,12420.0,497.0,6012209.0,12097.0,497.0,6990170.0,11990.0,583.0,,0.05299699126128177,0.052998092838521194
2017-2-15,7368403.2,11430.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6627544.0,11368.0,583.0,12004200.0,11115.0,1080.0,5861618.0,11794.0,497.0,5710033.0,11489.0,497.0,6638621.0,11387.0,583.0,,0.013902752232074045,0.013890367216604638
2017-1-15,7267366.8,11274.0,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6536596.0,11212.0,583.0,11838960.0,10962.0,1080.0,5781104.0,11632.0,497.0,5632501.0,11333.0,497.0,6547673.0,11231.0,583.0,,0.02880395253691792,0.028799824791940543
2016-12-15,7063898.6,10958.4,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6352951.0,10897.0,583.0,11507400.0,10655.0,1080.0,5619082.0,11306.0,497.0,5475449.0,11017.0,497.0,6364611.0,10917.0,583.0,,-0.017223680485594306,-0.017236740623822966
2016-11-15,7187697.2,11150.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6464304.0,11088.0,583.0,11708280.0,10841.0,1080.0,5717488.0,11504.0,497.0,5571867.0,11211.0,497.0,6476547.0,11109.0,583.0,,0.016406665544254517,0.016407489107250317
2016-10-15,7071674.6,10970.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6359947.0,10909.0,583.0,11519280.0,10666.0,1080.0,5625046.0,11318.0,497.0,5481910.0,11030.0,497.0,6372190.0,10930.0,583.0,,-0.015918857217700366,-0.015930822913116094
2016-9-15,7186068.6,11148.2,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6462555.0,11085.0,583.0,11705040.0,10838.0,1080.0,5715997.0,11501.0,497.0,5571370.0,11210.0,497.0,6475381.0,11107.0,583.0,,0.029666137739127407,0.02964755430766952
2016-8-15,6979027.8,10827.2,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6275995.0,10765.0,583.0,11367000.0,10525.0,1080.0,5551987.0,11171.0,497.0,5411336.0,10888.0,497.0,6288821.0,10787.0,583.0,,-0.012803850522095872,-0.013017319963536833
2016-7-15,7069545.2,10970.0,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6360530.0,10910.0,583.0,11502000.0,10650.0,1080.0,5628028.0,11324.0,497.0,5484395.0,11035.0,497.0,6372773.0,10931.0,583.0,,0.06492270814944523,0.06484177829547666
2016-6-15,6638552.4,10302.0,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6001401.999999999,10294.0,583.0,10791360.0,9992.0,1080.0,5279134.0,10622.0,497.0,5143950.0,10350.0,497.0,5976916.0,10252.0,583.0,,0.02305488419205659,0.023059047846034852
2016-5-15,6488950.4,10069.8,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",5866146.0,10062.0,583.0,10548360.0,9767.0,1080.0,5160351.0,10383.0,497.0,5027652.0,10116.0,497.0,5842243.0,10021.0,583.0,,-0.008363825092563282,-0.008350895160813887
2016-4-15,6543680.6,10154.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",5915701.0,10147.0,583.0,10638000.000000002,9850.0,1080.0,5204087.0,10471.0,497.0,5069400.0,10200.0,497.0,5891215.0,10105.0,583.0,,-0.02427182656432114,-0.0242529066974152
2016-3-15,6706458.6,10407.0,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6062616.999999999,10399.0,583.0,10903680.0,10096.0,1080.0,5333307.0,10731.0,497.0,5195141.0,10453.0,497.0,6037548.0,10356.0,583.0,,0.045447935856973265,0.045446326321499475
2016-2-15,6414914.0,9954.6,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",5799101.0,9947.0,583.0,10429560.0,9657.0,1080.0,5101705.0,10265.0,497.0,4969006.0,9998.0,497.0,5775198.0,9906.0,583.0,,-0.05376824920529488,-0.05376323644037184
2016-1-15,6779432.2,10520.2,"PARK YOHO VENEZIA(Block 7B,Phase 1B,PARK VISTA),18 CASTLE PEAK RD TAM MI|峻巒,1B期,7B座(PARK YOHO VENEZIA),18 青山公路潭尾段",6129079.0,10513.0,583.0,11022480.0,10206.0,1080.0,5391953.0,10849.0,497.0,5250805.0,10565.0,497.0,6102844.0,10468.0,583.0,648.0,,
