,lumpSum_avg,npsf_avg,final_address,lumpSum_A,npsf_A,nfa_A,lumpSum_B,npsf_B,nfa_B,lumpSum_C,npsf_C,nfa_C,lumpSum_D,npsf_D,nfa_D,lumpSum_E,npsf_E,nfa_E,nfa_avg,lumpSum_change,npsf_change
2020-12-15,10801333.8,19341.2,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",17106645.0,20487.0,835.0,14360684.0,19046.0,754.0,8968258.0,16826.0,533.0,7241850.0,20691.0,350.0,6329232.0,19656.0,322.0,,0.008837822427950837,0.008835894386546972
2019-5-15,11772256.2,21079.0,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",18648055.0,22333.0,835.0,15661334.0,20771.0,754.0,9757098.0,18306.0,533.0,7895300.0,22558.0,350.0,6899494.0,21427.0,322.0,,,
2019-4-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2019-3-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2019-2-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2019-1-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2018-12-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2018-11-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2018-10-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2018-9-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2018-8-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2018-7-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2018-6-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2018-5-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2018-4-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2018-3-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2018-2-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2018-1-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2017-12-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2017-11-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2017-10-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2017-9-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2017-8-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2017-7-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2017-6-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2017-5-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2017-4-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2017-3-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2017-2-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2017-1-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2016-12-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2016-11-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2016-10-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2016-9-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2016-8-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2016-7-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2016-6-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2016-5-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2016-4-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2016-3-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2016-2-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,,,
2016-1-15,,,"THE PAVILIA FARM I(Block 2A,THE PAVILIA FARM),CHE KUNG MIU RD|柏傲莊,2A座(柏傲莊 I),車公廟路",,,835.0,,,754.0,,,533.0,,,350.0,,,322.0,558.8,,
